armLemma	armForm	pos	pos_coarse	feats
արտաքʻոյ	արտաքʻոյ	R	R-	INFLn
արտաքʻոյ#2	արտաքʻոյ	D	Df	INFLn
արտաքʻս	արտաքʻս	D	Df	INFLn
արտեւան	արտեւան	N	Nb	NUMBs|CASEa
արտորայ	արտորայս	N	Nb	NUMBp|CASEa
արքʻայ	արքʻայ	N	Nb	NUMBs|CASEn
արքʻայ	արքʻայի	N	Nb	NUMBs|CASEg
արքʻայութʻիւն	արքʻայութʻեամբ	N	Nb	NUMBs|CASEi
արքʻայութʻիւն	արքʻայութʻեան	N	Nb	NUMBs|CASEd
արքʻայութʻիւն	արքʻայութʻեան	N	Nb	NUMBs|CASEg
արքʻայութʻիւն	արքʻայութʻեան	N	Nb	NUMBs|CASEl
արքʻայութʻիւն	արքʻայութʻիւն	N	Nb	NUMBs|CASEa
արքʻայութʻիւն	արքʻայութʻիւն	N	Nb	NUMBs|CASEn
արքʻունի	արքʻունի՛ս	A	A-	NUMBp|CASEl
աւազակ	աւազակացʻ	N	Nb	NUMBp|CASEg
աւազակ	աւազակի՛	N	Nb	NUMBs|CASEg
աւազան	աւազանի	N	Nb	NUMBs|CASEl
աւանդեմ	աւանդեմ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
աւանդեմ	աւանդեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
աւանդեմ	աւանդեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
աւասիկ	աւասիկ	I	I-	INFLn
աւար	աւար	N	Nb	NUMBs|CASEa
աւգնեմ	աւգնել	V	V-	MOODn
աւգնեմ	աւգնեսցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
աւգուտ	աւգուտ	N	Nb	NUMBs|CASEn
աւել	աւել	N	Nb	NUMBs|CASEa
աւելի	աւելի	A	A-	NUMBs|CASEa
աւելի	աւելի	A	A-	NUMBs|CASEn
աւետարան	Աւետարան	N	Nb	NUMBs|CASEn
աւետարանեմ	աւետարանե՛լ	V	V-	MOODn
աւետարանեմ	աւետարանե՛մ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
աւետարանեմ	աւետարանեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
աւետարանեմ	աւետարանել	V	V-	MOODn
աւետարանեմ	աւետարանէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
աւետարանեմ	աւետարանի՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICp
աւետարանեմ	աւետարանի՛ն	V	V-	PERS3|NUMBp|TENSp|MOODi|VOICp
աւետիքʻ	աւետիս	N	Nb	NUMBp|CASEa
աւերեմ	աւերի՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICp
աւծանեմ	ա՛ւծ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
աւծանեմ	աւծ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
աւծանեմ	աւծանէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
աւծանեմ	աւծեալ	V	V-	NUMBs|MOODp|CASEa
աւծանեմ	աւծեալ	V	V-	NUMBs|MOODp|CASEn
աւծանեմ	աւծեր	V	V-	PERS2|NUMBs|TENSa|MOODi|VOICa
աւհրնեմ	աւհրնեա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
աւհրնեմ	աւհրնեի՛ն	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
աւհրնեմ	աւհրնել	V	V-	NUMBs|MOODp|CASEn
աւձ	աւձ	N	Nb	NUMBs|CASEa
աւձ	աւձս	N	Nb	NUMBp|CASEa
աւղի	աւղի	N	Nb	NUMBs|CASEa
աւսոխ	աւսոխէ	N	Nb	NUMBs|CASEb
աւսոխ	աւսոխի	N	Nb	NUMBs|CASEl
աւտար	աւտարի	A	A-	NUMBs|CASEl
աւր	աւուր	N	Nb	NUMBp|CASEl
աւր	աւուր	N	Nb	NUMBs|CASEg
աւր	աւուր	N	Nb	NUMBs|CASEl
աւր	աւուրբքʻ	N	Nb	NUMBp|CASEi
աւր	աւուրս	N	Nb	NUMBp|CASEa
աւր	աւուրս	N	Nb	NUMBp|CASEl
աւր	աւուրցʻ	N	Nb	NUMBp|CASEb
աւր	աւուրցʻ	N	Nb	NUMBp|CASEg
աւր	աւուրքʻ	N	Nb	NUMBp|CASEn
աւր	աւր	N	Nb	NUMBs|CASEa
աւր	աւր	N	Nb	NUMBs|CASEn
աւր	աւրէ	N	Nb	NUMBs|CASEb
աւրէն	Աւրէնքʻ	N	Nb	NUMBp|CASEn
աւրէն	աւրէ՛ն	N	Nb	NUMBs|CASEn
աւրէն	աւրէն	N	Nb	NUMBs|CASEn
աւրէն	աւրէնս	N	Nb	NUMBp|CASEl
աւրէն	աւրինացʻ	N	Nb	NUMBp|CASEb
աւրէն	աւրինացʻ	N	Nb	NUMBp|CASEd
աւրէն	աւրինի	N	Nb	NUMBs|CASEd
աւրէնքʻ	աւրէնս	N	Nb	NUMBp|CASEl
աւրէնքʻ	աւրինացʻ	N	Nb	NUMBp|CASEg
աւրինակ	աւրինակի	N	Nb	NUMBs|CASEd
աւրինակ	աւրինակի	N	Nb	NUMBs|CASEl
աւրինական	աւրինական	A	A-	NUMBs|CASEn
աւրինական	աւրինականացʻ	A	A-	NUMBp|CASEd
աւրինական	աւրինականացʻ	N	Nb	NUMBp|CASEb
աւրինական	աւրինականացʻ	N	Nb	NUMBp|CASEd
աւրինական	աւրինականքʻ	A	A-	NUMBp|CASEn
աւրինաւոր	աւրինաւորս	N	Nb	NUMBp|CASEa
աւրհնեմ	Աւհրնեա՛լ	V	V-	NUMBs|MOODp|CASEn
աւրհնեմ	աւհրնե՛լ	V	V-	MOODn
աւրհնեմ	աւհրնեա՛լ	V	V-	NUMBs|MOODp|CASEn
աւրհնեմ	աւհրնեա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
աւրհնեմ	աւհրնեալ	V	V-	NUMBs|MOODp|CASEn
աւրհնեմ	աւհրնեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
աւրհնեմ	աւհրնեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
աւրհնեմ	աւհրնեծէ՛քʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
աւրհնեմ	աւհրնէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
աւրհնութʻիւն	աւհրնութʻիւն	N	Nb	NUMBs|CASEn
ափʻ	ափʻ	N	Nb	NUMBs|CASEa
բազմական	բազմականացʻ	A	A-	NUMBp|CASEb
բազմապատիկ	բազմապատիկ	A	A-	NUMBs|CASEa
բազմեցʻուցʻանեմ	բազմեցʻուսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
բազմեցʻուցʻանեմ	բազմեցʻուցʻէ՛քʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
բազմեցʻուցʻանեմ	բազմեցʻուցʻի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
բազմիմ	բազմեա՛լ	V	V-	NUMBs|MOODp|CASEn
բազմիմ	բազմեալ	V	V-	NUMBs|MOODp|CASEn
բազմիմ	բազմեացʻ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICp
բազմիմ	բազմել	V	V-	MOODn
բազմիմ	բազմեսջի՛ր	V	V-	PERS2|NUMBs|TENSa|MOODs|VOICp
բազմիմ	բազմեսցʻի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICp
բազմիմ	բազմեցʻա՛ւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բազմիմ	բազմիցʻիս	V	V-	PERS2|NUMBs|TENSp|MOODs|VOICa
բազմութʻիւն	բազմութʻեամբ	N	Nb	NUMBs|CASEi
բազմութʻիւն	բազմութʻեան	N	Nb	NUMBs|CASEg
բազմութʻիւն	բազմութʻենէ	N	Nb	NUMBs|CASEb
բազմութʻիւն	բազմութʻիւն	N	Nb	NUMBs|CASEa
բազմութʻիւն	բազմութʻիւն	N	Nb	NUMBs|CASEn
բազուկ	բազկաւ	N	Nb	NUMBs|CASEi
բազում	Բազում	P	Py	NUMBs|CASEa
բազում	բազմացʻ	P	Py	NUMBp|CASEb
բազում	բազմացʻ	P	Py	NUMBp|CASEd
բազում	բազմացʻ	P	Py	NUMBp|CASEg
բազում	բազմաւքʻ	P	Py	NUMBp|CASEi
բազում	բազմի՛	P	Py	NUMBs|CASEl
բազում	բազո՛ւմ	P	Py	INFLn
բազում	բազո՛ւմ	P	Py	NUMBs|CASEa
բազում	բազո՛ւմ	P	Py	NUMBs|CASEn
բազում	բազո՛ւմքʻ	P	Py	NUMBp|CASEn
բազում	բազում	P	Py	INFLn
բազում	բազում	P	Py	NUMBs|CASEa
բազում	բազում	P	Py	NUMBs|CASEn
բազում	բազումս	P	Py	NUMBp|CASEa
բազում	բազումքʻ	P	Py	NUMBp|CASEn
բաժակ	բաժակ	N	Nb	NUMBs|CASEa
բաժակ	բաժակ	N	Nb	NUMBs|CASEn
բաժակ	բաժակի	N	Nb	NUMBs|CASEg
բաժանարար	բաժանարար	N	Nb	NUMBs|CASEa
բաժանեմ	Բաժանեսցʻի՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բաժանեմ	բաժանե՛լ	V	V-	MOODn
բաժանեմ	բաժանեա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բաժանեմ	բաժանեալ	V	V-	NUMBs|MOODp|CASEn
բաժանեմ	բաժանեալքʻ	V	V-	NUMBp|MOODp|CASEn
բաժանեմ	բաժանել	V	V-	NUMBs|MOODp|CASEn
բաժանեմ	բաժանեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բաժանեմ	բաժանեցʻէքʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
բաժին	բաժի՛նս	N	Nb	NUMBp|CASEa
բաժին	բաժին	N	Nb	NUMBs|CASEa
բախեմ	բախե՛լ	V	V-	MOODn
բախեմ	բախեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բախեմ	բախեի՛ն	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
բախեմ	բախեցʻէ՛քʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
բախեմ	բախէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բախեմ	բախիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
բաղարջակերքʻ	բաղարջակերացʻ	N	Nb	NUMBp|CASEg
բաճկոն	բաճկոն	N	Nb	NUMBs|CASEa
բայցʻ	Բայցʻ	C	C-	INFLn
բայցʻ	բայցʻ	C	C-	INFLn
բայցʻ	բայցʻ	D	Df	INFLn
բան	բա՛ն	N	Nb	NUMBs|CASEn
բան	բան	N	Nb	NUMBs|CASEa
բան	բան	N	Nb	NUMBs|CASEn
բան	բանի	N	Nb	NUMBs|CASEd
բան	բանի	N	Nb	NUMBs|CASEg
բան	բանիցʻ	N	Nb	NUMBp|CASEd
բան	բանիցʻ	N	Nb	NUMBp|CASEg
բան	բանիւ	N	Nb	NUMBs|CASEi
բան	բանիւքʻ	N	Nb	NUMBp|CASEi
բան	բանս	N	Nb	NUMBp|CASEa
բան	բանքʻ	N	Nb	NUMBp|CASEn
բանամ	բա՛ցʻ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
բանամ	բանա՛լ	V	V-	MOODn
բանամ	բանայ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բանամ	բանայր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
բանամ	բանայցʻեն	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICa
բանամ	բացʻան	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICp
բանամ	բացʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բանամ	բացʻեալ	V	V-	NUMBs|MOODp|CASEn
բանամ	բացʻցʻի՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բանամ	բացʻցʻի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICp
բանամ	եբացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բանդ	բանդ	N	Nb	NUMBs|CASEa
բանդ	բանդի	N	Nb	NUMBs|CASEl
բանդ	բանդս	N	Nb	NUMBp|CASEa
բանջար	բանջար	N	Nb	NUMBs|CASEa
բաշխեմ	բաշխեսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
բառ̄նամ	բա՛րձ	V	V-	PERS2|NUMBs|TENSa|MOODi|VOICa
բառ̄նամ	բառ̄նալ	V	V-	MOODn
բառ̄նամ	բառ̄նամ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
բառ̄նամ	բառ̄նայ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բառ̄նամ	բառ̄նայքʻ	V	V-	PERS2|NUMBp|TENSp|MOODi|VOICa
բառ̄նամ	բառ̄նաս	V	V-	PERS2|NUMBs|TENSp|MOODi|VOICa
բառ̄նամ	բարձեալ	V	V-	NUMBs|MOODp|CASEa
բառ̄նամ	բարձեալ	V	V-	NUMBs|MOODp|CASEn
բառ̄նամ	բարձին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
բառ̄նամ	բարձցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
բառ̄նամ	բարձցʻի	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բառ̄նամ	բարձցʻի՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բառ̄նամ	եբարձ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բարբառ̄	բարբառ̄ոյ	N	Nb	NUMBs|CASEb
բարբառ̄	բարբառ̄ոյ	N	Nb	NUMBs|CASEg
բարբառ̄	բարբառ̄քʻ	N	Nb	NUMBp|CASEn
բարբառ̄եմ	բարբառ̄եցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բարեգործ	բարեգո՛րծ	A	A-	NUMBs|CASEn
բարեկամ	բարեկամ	A	A-	NUMBs|CASEn
բարեկամ	բարեկամ	N	Nb	NUMBs|CASEn
բարեկամ	բարեկամ	N	Nb	NUMBs|CASEv
բարեկամ	բարեկամացʻ	N	Nb	NUMBp|CASEb
բարեկամ	բարեկամս	A	A-	NUMBp|CASEa
բարեկամ	բարեկամս	N	Nb	NUMBp|CASEa
բարեկամ	բարեկամս	N	Nb	NUMBs|CASEa
բարեկամ	բարեկամս	N	Nb	NUMBs|CASEl
բարեկամ	բարեկամքʻ	N	Nb	NUMBp|CASEn
բարեկամութʻիւն	բարեկամութʻեան	N	Nb	NUMBs|CASEg
բարերար	բարերա՛րքʻ	N	Nb	NUMBp|CASEn
բարերար	բարերարացʻ	A	A-	NUMBp|CASEd
բարի	բարի	A	A-	NUMBs|CASEa
բարի	բարի	A	A-	NUMBs|CASEn
բարի	բարի	A	A-	NUMBs|CASEv
բարի	բարի՛	A	A-	INFLn
բարի	բարի՛	A	A-	NUMBs|CASEa
բարի	բարիս	A	A-	NUMBp|CASEa
բարկանամ	Բարկացʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բարկանամ	բարկացʻեալ	V	V-	NUMBs|MOODp|CASEn
բարկութʻիւն	բարկութʻեամբ	N	Nb	NUMBs|CASEi
բարկութʻիւն	բարկութʻենէ	N	Nb	NUMBs|CASEb
բարկութʻիւն	բարկութʻիւն	N	Nb	NUMBs|CASEn
բարձ	բարձի	N	Nb	NUMBs|CASEl
բարձակիցʻ	բարձակցʻացʻ	A	A-	NUMBp|CASEg
բարձերէցʻ	բարձերէցʻս	A	A-	NUMBp|CASEa
բարձընտիր	բարձընտիր	A	A-	NUMBs|CASEa
բարձր	բարձանցʻ	A	A-	NUMBp|CASEb
բարձր	բարձանցʻ	A	A-	NUMBp|CASEg
բարձր	բարձունս	A	A-	NUMBp|CASEl
բարձր	բարձր	A	A-	NUMBs|CASEa
բարձր	բարձր	A	A-	NUMBs|CASEn
բարձրագահ	բարձագահս	A	A-	NUMBp|CASEa
բարձրանամ	բարձրասցʻի՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բարձրանամ	բարձրացʻեալ	V	V-	NUMBs|MOODp|CASEn
բարձրացʻուցʻանեմ	բարձրացʻոյցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բարձրացʻուցʻանեմ	բարձրացʻուսջիքʻ	V	V-	PERS2|NUMBp|TENSa|MOODs|VOICa
բարձրացʻուցʻանեմ	բարձրացʻուցʻանէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բարձրեալ	բարձրելո՛յ	A	A-	NUMBs|CASEg
բարձրեալ	բարձրելոյ	A	A-	NUMBs|CASEg
բարութʻիւն	բարութʻեամբ	N	Nb	NUMBs|CASEi
բարութʻիւն	բարութʻիւն	N	Nb	NUMBs|CASEa
բարութʻիւն	բարութʻիւնս	N	Nb	NUMBp|CASEa
բարւոքʻ	Բարւոքʻ	A	A-	NUMBs|CASEn
բարւոքʻ	բարւո՛քʻ	D	Df	INFLn
բարւոքʻ	բարւոքʻ	A	A-	INFLn
բարւոքʻ	բարւոքʻ	A	A-	NUMBs|CASEa
բարւոքʻ	բարւոքʻ	A	A-	NUMBs|CASEn
բացʻ	բացʻի	N	Nb	NUMBs|CASEl
բացʻաւթʻեագ	բացʻաւթʻեագքʻ	A	A-	NUMBp|CASEn
բաւական	բաւակա՛ն	A	A-	NUMBs|CASEn
բաւական	բաւական	A	A-	NUMBs|CASEa
բաւական	բաւական	A	A-	NUMBs|CASEn
բեկանեմ	բեկանել	V	V-	MOODn
բեկանեմ	եբե՛կ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բեկանեմ	եբեկ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բեհեզ	բեհեզս	N	Nb	NUMBp|CASEa
բեռ̄ն	բեռ̄ինս	N	Nb	NUMBp|CASEa
բեր	բերոյ	N	Nb	NUMBs|CASEb
բերան	բերան	N	Nb	NUMBs|CASEa
բերան	բերան	N	Nb	NUMBs|CASEn
բերան	բերանո՛յ	N	Nb	NUMBs|CASEb
բերան	բերանոյ	N	Nb	NUMBs|CASEb
բերան	բերանով	N	Nb	NUMBs|CASEi
բերեմ	բերե՛լ	V	V-	MOODn
բերեմ	բերեալ	V	V-	NUMBs|MOODp|CASEn
բերեմ	բերեի՛ն	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
բերեմ	բերեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
բերեմ	բերի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
բերկրեմ	բերկրեալ	V	V-	NUMBs|MOODp|CASEv
բժիշկ	բժիշկ	N	Nb	NUMBs|CASEv
բժիշկ	բժիշկքʻ	N	Nb	NUMBp|CASEn
բժշկեմ	բժշկե՛լ	V	V-	MOODn
բժշկեմ	բժշկեա	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
բժշկեմ	բժշկեա՛լ	V	V-	NUMBs|MOODp|CASEa
բժշկեմ	բժշկեա՛ցʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բժշկեմ	բժշկեալ	V	V-	NUMBs|MOODp|CASEn
բժշկեմ	բժշկեացʻ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
բժշկեմ	բժշկեի՛ն	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICp
բժշկեմ	բժշկեին	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
բժշկեմ	բժշկել	V	V-	MOODn
բժշկեմ	բժշկեսջի՛քʻ	V	V-	PERS2|NUMBp|TENSa|MOODs|VOICa
բժշկեմ	բժշկեսցʻի՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICp
բժշկեմ	բժշկեցʻարուքʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICp
բժշկեմ	բժշկեցʻաւ	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICp
բժշկեմ	բժշկէ՛ր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
բժշկեմ	բժշկէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
բժշկեմ	բժշկիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
բժշկութʻիւն	բժշկութʻեան	N	Nb	NUMBs|CASEg
բժշկութʻիւն	բժշկութʻիւնս	N	Nb	NUMBp|CASEa
բիր	բրաւքʻ	N	Nb	NUMBp|CASEi
բիւրաւոր	բիւրաւորացʻ	P	Py	NUMBp|CASEg
բլուր	բլուրքʻ	N	Nb	NUMBp|CASEn
բլուր	բլրոցʻ	N	Nb	NUMBp|CASEd
բղխեմ	բղխէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բղխումն	բղխումն	N	Nb	NUMBs|CASEn
բնակեմ	բնակե՛ացʻ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բնակեմ	բնակեալ	V	V-	NUMBs|MOODp|CASEn
բնակեմ	բնակէ՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բնաւ	բնաւ	D	Df	INFLn
բնիոն	բնիոն	N	Nb	NUMBs|CASEa
բորբոքʻեմ	բորբոքʻէր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
բորոտ	բորոտ	A	A-	NUMBs|CASEn
բորոտ	բորոտքʻ	A	A-	NUMBp|CASEn
բորոտութʻիւն	բորոտութʻեամբ	N	Nb	NUMBs|CASEi
բորոտութʻիւն	բորոտութʻիւն	N	Nb	NUMBs|CASEn
բուռ̄ն	բուռ̄ն	N	Nb	NUMBs|CASEa
բուսանիմ	բուսանել	V	V-	MOODn
բուսանիմ	բուսեալ	V	V-	NUMBs|MOODp|CASEn
բռ̄նաբարեմ	բռ̄նաբարէ՛	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
բռ̄նադատեմ	բռ̄նադատեցʻին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
բրեմ	բրեցʻիցʻ	V	V-	PERS1|NUMBs|TENSa|MOODs|VOICa
գաբրիէլ	Գաբրիէղ	N	Ne	NUMBs|CASEn
գալուստ	գալստեան	N	Nb	NUMBs|CASEl
գահ	գահէ	N	Nb	NUMBs|CASEb
գահավէժ	գահավէ՛ժ	D	Df	INFLn
գաղտնի	գաղտնի	A	A-	NUMBs|CASEn
գամ	Եկեալ	V	V-	NUMBs|MOODp|CASEn
գամ	Եկին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
գամ	Եկին	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
գամ	Եկն	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
գամ	գա՛յ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
գամ	գա՛յր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
գամ	գալ	V	V-	MOODn
գամ	գալոյ	V	V-	MOODd|CASEd
գամ	գալոցʻ	V	V-	MOODd|CASEn
գամ	գամ	V	V-	PERS1|NUMBs|TENSp|MOODi|VOICa
գամ	գայ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
գամ	գային	V	V-	PERS3|NUMBp|TENSi|MOODi|VOICa
գամ	գայր	V	V-	PERS3|NUMBs|TENSi|MOODi|VOICa
գամ	գայցʻեն	V	V-	PERS3|NUMBp|TENSp|MOODs|VOICa
գամ	գայցʻես	V	V-	PERS2|NUMBs|TENSp|MOODs|VOICa
գամ	գայցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
գամ	ե՛կ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
գամ	ե՛կն	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
գամ	եկ	V	V-	PERS2|NUMBs|TENSa|MOODm|VOICa
գամ	եկայքʻ	V	V-	PERS2|NUMBp|TENSa|MOODm|VOICa
գամ	եկաքʻ	V	V-	PERS1|NUMBp|TENSa|MOODi|VOICa
գամ	եկեալ	V	V-	NUMBs|MOODp|CASEa
գամ	եկեալ	V	V-	NUMBs|MOODp|CASEn
գամ	եկեալս	V	V-	NUMBp|MOODp|CASEa
գամ	եկելոցʻ	V	V-	NUMBp|MOODp|CASEg
գամ	եկեսցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
գամ	եկեսցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
գամ	եկեցʻե՛ն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
գամ	եկեցʻեն	V	V-	PERS3|NUMBp|TENSa|MOODs|VOICa
գամ	եկեցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
գամ	եկեցʻէ՛	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
գամ	եկի	V	V-	PERS1|NUMBs|TENSa|MOODi|VOICa
գամ	եկի՛ն	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
գամ	եկի՛ցʻ	V	V-	PERS1|NUMBs|TENSa|MOODs|VOICa
գամ	եկին	V	V-	PERS3|NUMBp|TENSa|MOODi|VOICa
գամ	եկիր	V	V-	PERS2|NUMBs|TENSa|MOODi|VOICa
գամ	եկիցʻ	V	V-	PERS1|NUMBs|TENSa|MOODs|VOICa
գամ	եկն	V	V-	PERS3|NUMBs|TENSa|MOODi|VOICa
գայթʻագղեմ	գայթʻագղեսցʻէ	V	V-	PERS3|NUMBs|TENSa|MOODs|VOICa
գայթʻագղեցʻուցʻանեմ	գայթʻակղեցʻուցʻանիցʻէ	V	V-	PERS3|NUMBs|TENSp|MOODs|VOICa
գայթʻագղութʻիւն	գայթʻագղութʻեան	N	Nb	NUMBs|CASEd
գայլ	գայլոցʻ	N	Nb	NUMBp|CASEg
գան	գան	N	Nb	NUMBs|CASEa
գան	գանի	N	Nb	NUMBs|CASEd
գանձ	գանձ	N	Nb	NUMBs|CASEa
գանձ	գանձ	N	Nb	NUMBs|CASEn
գանձ	գանձուցʻ	N	Nb	NUMBp|CASEb
գանձանակ	գանձանակ	N	Nb	NUMBs|CASEa
գանձեմ	գանձէ	V	V-	PERS3|NUMBs|TENSp|MOODi|VOICa
գառ̄ն	գառ̄ինս	N	Nb	NUMBp|CASEa
գաւազան	գաւազան	N	Nb	NUMBs|CASEa
գաւառ̄	գաւառ̄աւ	N	Nb	NUMBs|CASEi
գաւառ̄	գաւառ̄ի	N	Nb	NUMBs|CASEg
գաւառ̄	գաւառ̄ի	N	Nb	NUMBs|CASEl
գաւառ̄	գաւառ̄ս	N	Nb	NUMBp|CASEl
գաւիթʻ	գաւթʻի	N	Nb	NUMBs|CASEg
գաւսանամ	գաւսացʻեա՛լ	V	V-	NUMBs|MOODp|CASEn
գաւսանամ	գաւսացʻեալ	V	V-	NUMBs|MOODp|CASEn
գաւսանամ	գաւսացʻելոցʻ	V	V-	NUMBp|MOODp|CASEg
գաւտի	գաւտի	N	Nb	NUMBs|CASEa
գաւտի	գաւտիքʻ	N	Nb	NUMBp|CASEn
գեաւղ	գեաւղ	N	Nb	NUMBs|CASEa
գեաւղ	գեաւղս	N	Nb	NUMBp|CASEa
գեհեն	գեհեն	N	Nb	NUMBs|CASEa
գեղեցʻիկ	գեղեցʻիկ	A	A-	INFLn
գեննեսարէթʻ	Գեննէսարեթʻայ	N	Ne	NUMBs|CASEg
գետ	գետ	N	Nb	NUMBs|CASEn
գերան	գերան	N	Nb	NUMBs|CASEa
գերդաստան	գերդաստանի	N	Nb	NUMBs|CASEg
գերեզման	գերեզմա	N	Nb	NUMBs|CASEa
