lemma;form;armLemma;armForm;pos;pos_coarse;feats
ays#2;aysocʻ;այս#2;այսոց;N;Nb;NUMBp|CASEd
ays#2;aysoy;այս#2;այսոյ;N;Nb;NUMBs|CASEd
ays;ays;այս;այս;P;Pd;NUMBs|CASEa
ays;ays;այս;այս;P;Pd;NUMBs|CASEn
ays;ayscʻ;այս;այսց;P;Pd;NUMBp|CASEg
ays;ayscʻanē;այս;այսցանէ;P;Pd;NUMBp|CASEb
ays;ayskʻ;այս;այսք;P;Pd;NUMBp|CASEn
ays;aysm;այս;այսմ;P;Pd;NUMBs|CASEb
ays;aysm;այս;այսմ;P;Pd;NUMBs|CASEl
ays;aysmanē;այս;այսմանէ;P;Pd;NUMBs|CASEb
ays;aysmik;այս;այսմիկ;P;Pd;NUMBs|CASEd
ays;aysmik;այս;այսմիկ;P;Pd;NUMBs|CASEl
ays;aysocʻik;այս;այսոցիկ;P;Pd;NUMBp|CASEg
ays;aysokʻik;այս;այսոքիկ;P;Pd;NUMBp|CASEn
ays;aysorik;այս;այսորիկ;P;Pd;NUMBs|CASEg
ays;aysosik;այս;այսոսիկ;P;Pd;NUMBp|CASEa
ays;aysosik;այս;այսոսիկ;P;Pd;NUMBp|CASEl
ays;aysr;այս;այսր;P;Pd;NUMBs|CASEg
ays;aysəw;այս;այսըւ;P;Pd;NUMBs|CASEi
ays;áys;այս;ա՛յս;P;Pd;NUMBs|CASEa
ays;áys;այս;ա՛յս;P;Pd;NUMBs|CASEn
aysawr;aysawr;այսաւր;այսաւր;D;Df;INFLn
aysowhetew;aysowhetew;այսուհետեւ;այսուհետեւ;D;Df;INFLn
ayspisi;ayspisi;այսպիսի;այսպիսի;A;A-;NUMBs|CASEa
ayspēs;ayspēs;այսպէս;այսպէս;D;Df;INFLn
ayspēs;áyspēs;այսպէս;ա՛յսպէս;D;Df;INFLn
aysr;aysr;այսր;այսր;D;Df;INFLn
aysr;áysr;այսր;ա՛յսր;D;Df;INFLn
aysčʻapʻ;aysčʻapʻ;այսչափ;այսչափ;A;A-;NUMBs|CASEa
ayti;ayti;այտի;այտի;D;Df;INFLn
ayžm;ayžm;այժմ;այժմ;D;Df;INFLn
azd;Azd;ազդ;Ազդ;A;A-;NUMBs|CASEn
azg;azg;ազգ;ազգ;N;Nb;NUMBs|CASEa
azg;azg;ազգ;ազգ;N;Nb;NUMBs|CASEn
azg;azgacʻ;ազգ;ազգաց;N;Nb;NUMBp|CASEb
azg;azgacʻ;ազգ;ազգաց;N;Nb;NUMBp|CASEg
azg;azgi;ազգ;ազգի;N;Nb;NUMBs|CASEd
azg;azgi;ազգ;ազգի;N;Nb;NUMBs|CASEg
azg;azgi;ազգ;ազգի;N;Nb;NUMBs|CASEl
azg;azgkʻ;ազգ;ազգք;N;Nb;NUMBp|CASEn
azg;azgs;ազգ;ազգս;N;Nb;NUMBp|CASEa
azg;azgē;ազգ;ազգէ;N;Nb;NUMBs|CASEb
azgakan;azgakan;ազգական;ազգական;N;Nb;NUMBs|CASEn
azgakan;azgakanacʻ;ազգական;ազգականաց;N;Nb;NUMBp|CASEb
azgakan;azgakans;ազգական;ազգականս;N;Nb;NUMBp|CASEa
azgatohm;azgatohm;ազգատոհմ;ազգատոհմ;N;Nb;NUMBs|CASEn
azniw;aznowi;ազնիւ;ազնուի;A;A-;NUMBs|CASEg
azniw;azníw;ազնիւ;ազնի՛ւ;I;I-;INFLn
aznowakan;aznowakan;ազնուական;ազնուական;A;A-;NUMBs|CASEn
ačem;Acin;աճեմ;Ածին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
ačem;ac;աճեմ;ած;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ačem;accʻē;աճեմ;ածցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
ačem;aceal;աճեմ;ածեալ;V;V-;NUMBs|MOODp|CASEn
ačem;acel;աճեմ;ածել;V;V-;MOODn
ačem;aci;աճեմ;ածի;V;V-;PERS1|NUMBs|TENSa|MOODi|VOICa
ačem;acicʻē;աճեմ;ածիցէ;V;V-;PERS3|NUMBs|TENSp|MOODs|VOICa
ačem;acin;աճեմ;ածին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
ačem;acín;աճեմ;ածի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
ačem;acēkʻ;աճեմ;ածէք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
ačem;ače;աճեմ;աճե;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
ačem;ačēr;աճեմ;աճէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
ačem;ác;աճեմ;ա՛ծ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ał;ał;աղ;աղ;N;Nb;NUMBs|CASEn
ałam;ałal;աղամ;աղալ;V;V-;MOODn
aławnevačar̄;aławnevačar̄s;աղաւնեվաճառ;աղաւնեվաճառս;N;Nb;NUMBp|CASEa
aławni;aławneacʻ;աղաւնի;աղաւնեաց;N;Nb;NUMBp|CASEg
aławni;aławni;աղաւնի;աղաւնի;N;Nb;NUMBs|CASEa
aławtʻkʻ;aławtʻicʻ;աղաւթք;աղաւթից;N;Nb;NUMBp|CASEb
aławtʻkʻ;aławtʻicʻ;աղաւթք;աղաւթից;N;Nb;NUMBp|CASEg
aławtʻkʻ;aławtʻiwkʻ;աղաւթք;աղաւթիւք;N;Nb;NUMBp|CASEi
aławtʻkʻ;aławtʻkʻ;աղաւթք;աղաւթք;N;Nb;NUMBp|CASEn
aławtʻkʻ;aławtʻs;աղաւթք;աղաւթս;N;Nb;NUMBp|CASEa
aławtʻkʻ;aławtʻs;աղաւթք;աղաւթս;N;Nb;NUMBp|CASEl
aławtʻkʻ;ałáwtʻs;աղաւթք;աղա՛ւթս;N;Nb;NUMBp|CASEa
aławtʻkʻ;ałáwtʻs;աղաւթք;աղա՛ւթս;N;Nb;NUMBp|CASEl
ałaxin;ałaxin;աղախին;աղախին;N;Nb;NUMBs|CASEn
ałaxin;ałaxnays;աղախին;աղախնայս;N;Nb;NUMBp|CASEa
ałaxin;ałaxnoy;աղախին;աղախնոյ;N;Nb;NUMBs|CASEg
ałačʻem;Ałačʻēr;աղաչեմ;Աղաչէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
ałačʻem;ałačʻeacʻ;աղաչեմ;աղաչեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ałačʻem;ałačʻecʻi;աղաչեմ;աղաչեցի;V;V-;PERS1|NUMBs|TENSa|MOODi|VOICa
ałačʻem;ałačʻecʻin;աղաչեմ;աղաչեցին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
ałačʻem;ałačʻecʻēkʻ;աղաչեմ;աղաչեցէք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
ałačʻem;ałačʻein;աղաչեմ;աղաչեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
ałačʻem;ałačʻem;աղաչեմ;աղաչեմ;V;V-;PERS1|NUMBs|TENSp|MOODi|VOICa
ałačʻem;ałačʻescʻē;աղաչեմ;աղաչեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
ałačʻem;ałačʻēr;աղաչեմ;աղաչէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
ałačʻem;ałačʻḗr;աղաչեմ;աղաչէ՛ր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
ałałakem;Ałałakeacʻ;աղաղակեմ;Աղաղակեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ałałakem;ałałakeacʻ;աղաղակեմ;աղաղակեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ałałakem;ałałakeal;աղաղակեմ;աղաղակեալ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ałałakem;ałałakein;աղաղակեմ;աղաղակեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
ałałakem;ałałaken;աղաղակեմ;աղաղակեն;V;V-;PERS3|NUMBp|TENSp|MOODi|VOICa
ałałakem;ałałakescʻen;աղաղակեմ;աղաղակեսցեն;V;V-;PERS3|NUMBp|TENSa|MOODs|VOICa
ałałakem;ałałakēr;աղաղակեմ;աղաղակէր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
ałb;ałb;աղբ;աղբ;N;Nb;NUMBs|CASEa
ałkʻat;ałkʻat;աղքատ;աղքատ;A;A-;NUMBs|CASEa
ałkʻat;ałkʻat;աղքատ;աղքատ;A;A-;NUMBs|CASEn
ałkʻat;ałkʻatacʻ;աղքատ;աղքատաց;A;A-;NUMBp|CASEd
ałkʻat;ałkʻati;աղքատ;աղքատի;A;A-;NUMBs|CASEd
ałkʻat;ałkʻatkʻ;աղքատ;աղքատք;A;A-;NUMBp|CASEn
ałkʻat;ałkʻats;աղքատ;աղքատս;A;A-;NUMBp|CASEa
ałkʻat;ałkʻáts;աղքատ;աղքա՛տս;A;A-;NUMBp|CASEa
ałowēs;ałowesow;աղուէս;աղուեսու;N;Nb;NUMBs|CASEd
ałowēs;ałowesowcʻ;աղուէս;աղուեսուց;N;Nb;NUMBp|CASEg
ałē;ałē;աղէ;աղէ;I;I-;INFLn
ašakert;ašakert;աշակերտ;աշակերտ;N;Nb;NUMBs|CASEn
ašakert;ašakertacʻ;աշակերտ;աշակերտաց;N;Nb;NUMBp|CASEb
ašakert;ašakertacʻ;աշակերտ;աշակերտաց;N;Nb;NUMBp|CASEd
ašakert;ašakertacʻ;աշակերտ;աշակերտաց;N;Nb;NUMBp|CASEg
ašakert;ašakertawkʻ;աշակերտ;աշակերտաւք;N;Nb;NUMBp|CASEi
ašakert;ašakertkʻ;աշակերտ;աշակերտք;N;Nb;NUMBp|CASEn
ašakert;ašakerts;աշակերտ;աշակերտս;N;Nb;NUMBp|CASEa
ašakert;ašakértkʻ;աշակերտ;աշակե՛րտք;N;Nb;NUMBp|CASEn
ašakertem;ašakertecʻar;աշակերտեմ;աշակերտեցար;V;V-;PERS2|NUMBs|TENSa|MOODi|VOICp
aštanak;aštanakí;աշտանակ;աշտանակի՛;N;Nb;NUMBs|CASEg
aštarak;aštarak;աշտարակ;աշտարակ;N;Nb;NUMBs|CASEa
aštarak;aštarak;աշտարակ;աշտարակ;N;Nb;NUMBs|CASEn
aštarak;aštarakawkʻ;աշտարակ;աշտարակաւք;N;Nb;NUMBp|CASEi
aštarak;aštaraki;աշտարակ;աշտարակի;N;Nb;NUMBs|CASEg
ašxarem;ašxarein;աշխարեմ;աշխարեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
ašxarh;ašxarh;աշխարհ;աշխարհ;N;Nb;NUMBs|CASEa
ašxarh;ašxarh;աշխարհ;աշխարհ;N;Nb;NUMBs|CASEn
ašxarh;ašxarhi;աշխարհ;աշխարհի;N;Nb;NUMBs|CASEd
ašxarh;ašxarhi;աշխարհ;աշխարհի;N;Nb;NUMBs|CASEg
ašxarh;ašxarhi;աշխարհ;աշխարհի;N;Nb;NUMBs|CASEl
ašxarh;ašxarhí;աշխարհ;աշխարհի՛;N;Nb;NUMBs|CASEl
ašxarhagir;ašxaragir;աշխարհագիր;աշխարագիր;N;Nb;NUMBs|CASEa
ašxarhagir;ašxaragir;աշխարհագիր;աշխարագիր;N;Nb;NUMBs|CASEn
ašxarhakan;ašxarakanawkʻ;աշխարհական;աշխարականաւք;A;A-;NUMBp|CASEi
ašxat;ašxat;աշխատ;աշխատ;A;A-;NUMBs|CASEa
ašxat;ašxat;աշխատ;աշխատ;N;Nb;NUMBs|CASEa
aǰ;aǰ;աջ;աջ;A;A-;NUMBs|CASEn
aǰ;aǰmē;աջ;աջմէ;A;A-;NUMBs|CASEb
aǰ;aǰmḗ;աջ;աջմէ՛;A;A-;NUMBs|CASEb
aǰ;aǰoy;աջ;աջոյ;A;A-;NUMBs|CASEg
bacʻ;bacʻi;բաց;բացի;N;Nb;NUMBs|CASEl
bacʻawtʻeag;bacʻawtʻeagkʻ;բացաւթեագ;բացաւթեագք;A;A-;NUMBp|CASEn
ban;ban;բան;բան;N;Nb;NUMBs|CASEa
ban;ban;բան;բան;N;Nb;NUMBs|CASEn
ban;bani;բան;բանի;N;Nb;NUMBs|CASEd
ban;bani;բան;բանի;N;Nb;NUMBs|CASEg
ban;banicʻ;բան;բանից;N;Nb;NUMBp|CASEd
ban;banicʻ;բան;բանից;N;Nb;NUMBp|CASEg
ban;baniw;բան;բանիւ;N;Nb;NUMBs|CASEi
ban;baniwkʻ;բան;բանիւք;N;Nb;NUMBp|CASEi
ban;bankʻ;բան;բանք;N;Nb;NUMBp|CASEn
ban;bans;բան;բանս;N;Nb;NUMBp|CASEa
ban;bán;բան;բա՛ն;N;Nb;NUMBs|CASEn
banam;bacʻan;բանամ;բացան;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICp
banam;bacʻaw;բանամ;բացաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
banam;bacʻcʻí;բանամ;բացցի՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICp
banam;bacʻcʻín;բանամ;բացցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODs|VOICp
banam;bacʻeal;բանամ;բացեալ;V;V-;NUMBs|MOODp|CASEn
banam;banay;բանամ;բանայ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
banam;banaycʻen;բանամ;բանայցեն;V;V-;PERS3|NUMBp|TENSp|MOODs|VOICa
banam;banayr;բանամ;բանայր;V;V-;PERS3|NUMBs|TENSi|MOODi|VOICa
banam;banál;բանամ;բանա՛լ;V;V-;MOODn
banam;bácʻ;բանամ;բա՛ց;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICa
banam;ebacʻ;բանամ;եբաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
band;band;բանդ;բանդ;N;Nb;NUMBs|CASEa
band;bandi;բանդ;բանդի;N;Nb;NUMBs|CASEl
band;bands;բանդ;բանդս;N;Nb;NUMBp|CASEa
banǰar;banǰar;բանջար;բանջար;N;Nb;NUMBs|CASEa
barbar̄;barbar̄kʻ;բարբառ;բարբառք;N;Nb;NUMBp|CASEn
barbar̄;barbar̄oy;բարբառ;բարբառոյ;N;Nb;NUMBs|CASEb
barbar̄;barbar̄oy;բարբառ;բարբառոյ;N;Nb;NUMBs|CASEg
barbar̄em;barbar̄ecʻaw;բարբառեմ;բարբառեցաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
baregorc;baregórc;բարեգործ;բարեգո՛րծ;A;A-;NUMBs|CASEn
barekam;barekam;բարեկամ;բարեկամ;A;A-;NUMBs|CASEn
barekam;barekam;բարեկամ;բարեկամ;N;Nb;NUMBs|CASEn
barekam;barekam;բարեկամ;բարեկամ;N;Nb;NUMBs|CASEv
barekam;barekamacʻ;բարեկամ;բարեկամաց;N;Nb;NUMBp|CASEb
barekam;barekamkʻ;բարեկամ;բարեկամք;N;Nb;NUMBp|CASEn
barekam;barekams;բարեկամ;բարեկամս;A;A-;NUMBp|CASEa
barekam;barekams;բարեկամ;բարեկամս;N;Nb;NUMBp|CASEa
barekam;barekams;բարեկամ;բարեկամս;N;Nb;NUMBs|CASEa
barekam;barekams;բարեկամ;բարեկամս;N;Nb;NUMBs|CASEl
barekamowtʻiwn;barekamowtʻean;բարեկամութիւն;բարեկամութեան;N;Nb;NUMBs|CASEg
barerar;bareraracʻ;բարերար;բարերարաց;A;A-;NUMBp|CASEd
barerar;barerárkʻ;բարերար;բարերա՛րք;N;Nb;NUMBp|CASEn
bari;bari;բարի;բարի;A;A-;NUMBs|CASEa
bari;bari;բարի;բարի;A;A-;NUMBs|CASEn
bari;bari;բարի;բարի;A;A-;NUMBs|CASEv
bari;baris;բարի;բարիս;A;A-;NUMBp|CASEa
bari;barí;բարի;բարի՛;A;A-;INFLn
bari;barí;բարի;բարի՛;A;A-;NUMBs|CASEa
barj;barji;բարձ;բարձի;N;Nb;NUMBs|CASEl
barjakicʻ;barjakcʻacʻ;բարձակից;բարձակցաց;A;A-;NUMBp|CASEg
barjerēcʻ;barjerēcʻs;բարձերէց;բարձերէցս;A;A-;NUMBp|CASEa
barjr;barjancʻ;բարձր;բարձանց;A;A-;NUMBp|CASEb
barjr;barjancʻ;բարձր;բարձանց;A;A-;NUMBp|CASEg
barjr;barjowns;բարձր;բարձունս;A;A-;NUMBp|CASEl
barjr;barjr;բարձր;բարձր;A;A-;NUMBs|CASEa
barjr;barjr;բարձր;բարձր;A;A-;NUMBs|CASEn
barjracʻowcʻanem;barjracʻowcʻanē;բարձրացուցանեմ;բարձրացուցանէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
barjracʻowcʻanem;barjracʻowsǰikʻ;բարձրացուցանեմ;բարձրացուսջիք;V;V-;PERS2|NUMBp|TENSa|MOODs|VOICa
barjracʻowcʻanem;barjracʻoycʻ;բարձրացուցանեմ;բարձրացոյց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
barjragah;barjagahs;բարձրագահ;բարձագահս;A;A-;NUMBp|CASEa
barjranam;barjracʻeal;բարձրանամ;բարձրացեալ;V;V-;NUMBs|MOODp|CASEn
barjranam;barjrascʻí;բարձրանամ;բարձրասցի՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICp
barjreal;barjreloy;բարձրեալ;բարձրելոյ;A;A-;NUMBs|CASEg
barjreal;barjrelóy;բարձրեալ;բարձրելո՛յ;A;A-;NUMBs|CASEg
barjəntir;barjəntir;բարձընտիր;բարձընտիր;A;A-;NUMBs|CASEa
barkanam;Barkacʻaw;բարկանամ;Բարկացաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
barkanam;barkacʻeal;բարկանամ;բարկացեալ;V;V-;NUMBs|MOODp|CASEn
barkowtʻiwn;barkowtʻeamb;բարկութիւն;բարկութեամբ;N;Nb;NUMBs|CASEi
barkowtʻiwn;barkowtʻenē;բարկութիւն;բարկութենէ;N;Nb;NUMBs|CASEb
barkowtʻiwn;barkowtʻiwn;բարկութիւն;բարկութիւն;N;Nb;NUMBs|CASEn
barowtʻiwn;barowtʻeamb;բարութիւն;բարութեամբ;N;Nb;NUMBs|CASEi
barowtʻiwn;barowtʻiwn;բարութիւն;բարութիւն;N;Nb;NUMBs|CASEa
barowtʻiwn;barowtʻiwns;բարութիւն;բարութիւնս;N;Nb;NUMBp|CASEa
barwokʻ;Barẃokʻ;բարւոք;Բարւոք;A;A-;NUMBs|CASEn
barwokʻ;barwokʻ;բարւոք;բարւոք;A;A-;INFLn
barwokʻ;barwokʻ;բարւոք;բարւոք;A;A-;NUMBs|CASEa
barwokʻ;barwókʻ;բարւոք;բարւո՛ք;D;Df;INFLn
barwokʻ;barẃokʻ;բարւոք;բարւոք;A;A-;NUMBs|CASEn
bar̄nam;barjcʻi;բառնամ;բարձցի;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICp
bar̄nam;barjcʻí;բառնամ;բարձցի՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICp
bar̄nam;barjcʻḗ;բառնամ;բարձցէ՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
bar̄nam;barjeal;բառնամ;բարձեալ;V;V-;NUMBs|MOODp|CASEa
bar̄nam;barjeal;բառնամ;բարձեալ;V;V-;NUMBs|MOODp|CASEn
bar̄nam;barjin;բառնամ;բարձին;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
bar̄nam;bar̄nal;բառնամ;բառնալ;V;V-;MOODn
bar̄nam;bar̄nam;բառնամ;բառնամ;V;V-;PERS1|NUMBs|TENSp|MOODi|VOICa
bar̄nam;bar̄nas;բառնամ;բառնաս;V;V-;PERS2|NUMBs|TENSp|MOODi|VOICa
bar̄nam;bar̄nay;բառնամ;բառնայ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
bar̄nam;bar̄naykʻ;բառնամ;բառնայք;V;V-;PERS2|NUMBp|TENSp|MOODi|VOICa
bar̄nam;bárj;բառնամ;բա՛րձ;V;V-;PERS2|NUMBs|TENSa|MOODi|VOICa
bar̄nam;ebarj;բառնամ;եբարձ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
bawakan;bawakan;բաւական;բաւական;A;A-;NUMBs|CASEa
bawakan;bawakan;բաւական;բաւական;A;A-;NUMBs|CASEn
bawakan;bawakán;բաւական;բաւակա՛ն;A;A-;NUMBs|CASEn
baxem;baxeacʻ;բախեմ;բախեաց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
baxem;baxecʻḗkʻ;բախեմ;բախեցէ՛ք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
baxem;baxeín;բախեմ;բախեի՛ն;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
baxem;baxicʻē;բախեմ;բախիցէ;V;V-;PERS3|NUMBs|TENSp|MOODs|VOICa
baxem;baxél;բախեմ;բախե՛լ;V;V-;MOODn
baxem;baxē;բախեմ;բախէ;V;V-;PERS3|NUMBs|TENSp|MOODi|VOICa
baycʻ;Baycʻ;բայց;Բայց;C;C-;INFLn
baycʻ;baycʻ;բայց;բայց;C;C-;INFLn
baycʻ;baycʻ;բայց;բայց;D;Df;INFLn
bazmakan;bazmakanacʻ;բազմական;բազմականաց;A;A-;NUMBp|CASEb
bazmapatik;bazmapatik;բազմապատիկ;բազմապատիկ;A;A-;NUMBs|CASEa
bazmecʻowcʻanem;bazmecʻowcʻín;բազմեցուցանեմ;բազմեցուցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
bazmecʻowcʻanem;bazmecʻowcʻḗkʻ;բազմեցուցանեմ;բազմեցուցէ՛ք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
bazmecʻowcʻanem;bazmecʻowscʻē;բազմեցուցանեմ;բազմեցուսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
bazmim;bazmeacʻ;բազմիմ;բազմեաց;V;V-;PERS2|NUMBs|TENSa|MOODm|VOICp
bazmim;bazmeal;բազմիմ;բազմեալ;V;V-;NUMBs|MOODp|CASEn
bazmim;bazmecʻáw;բազմիմ;բազմեցա՛ւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
bazmim;bazmel;բազմիմ;բազմել;V;V-;MOODn
bazmim;bazmescʻín;բազմիմ;բազմեսցի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODs|VOICp
bazmim;bazmesǰír;բազմիմ;բազմեսջի՛ր;V;V-;PERS2|NUMBs|TENSa|MOODs|VOICp
bazmim;bazmeál;բազմիմ;բազմեա՛լ;V;V-;NUMBs|MOODp|CASEn
bazmim;bazmicʻis;բազմիմ;բազմիցիս;V;V-;PERS2|NUMBs|TENSp|MOODs|VOICa
bazmowtʻiwn;bazmowtʻeamb;բազմութիւն;բազմութեամբ;N;Nb;NUMBs|CASEi
bazmowtʻiwn;bazmowtʻean;բազմութիւն;բազմութեան;N;Nb;NUMBs|CASEg
bazmowtʻiwn;bazmowtʻenē;բազմութիւն;բազմութենէ;N;Nb;NUMBs|CASEb
bazmowtʻiwn;bazmowtʻiwn;բազմութիւն;բազմութիւն;N;Nb;NUMBs|CASEa
bazmowtʻiwn;bazmowtʻiwn;բազմութիւն;բազմութիւն;N;Nb;NUMBs|CASEn
bazowk;bazkaw;բազուկ;բազկաւ;N;Nb;NUMBs|CASEi
bazowm;Bazowm;բազում;Բազում;P;Py;NUMBs|CASEa
bazowm;bazmacʻ;բազում;բազմաց;P;Py;NUMBp|CASEb
bazowm;bazmacʻ;բազում;բազմաց;P;Py;NUMBp|CASEd
bazowm;bazmacʻ;բազում;բազմաց;P;Py;NUMBp|CASEg
bazowm;bazmawkʻ;բազում;բազմաւք;P;Py;NUMBp|CASEi
bazowm;bazmí;բազում;բազմի՛;P;Py;NUMBs|CASEl
bazowm;bazowm;բազում;բազում;P;Py;INFLn
bazowm;bazowm;բազում;բազում;P;Py;NUMBs|CASEa
bazowm;bazowm;բազում;բազում;P;Py;NUMBs|CASEn
bazowm;bazowmkʻ;բազում;բազումք;P;Py;NUMBp|CASEn
bazowm;bazowms;բազում;բազումս;P;Py;NUMBp|CASEa
bazowm;bazówm;բազում;բազո՛ւմ;P;Py;INFLn
bazowm;bazówm;բազում;բազո՛ւմ;P;Py;NUMBs|CASEa
bazowm;bazówm;բազում;բազո՛ւմ;P;Py;NUMBs|CASEn
bazowm;bazówmkʻ;բազում;բազո՛ւմք;P;Py;NUMBp|CASEn
bačkon;bačkon;բաճկոն;բաճկոն;N;Nb;NUMBs|CASEa
bałarǰakerkʻ;bałarǰakeracʻ;բաղարջակերք;բաղարջակերաց;N;Nb;NUMBp|CASEg
bašxem;bašxescʻē;բաշխեմ;բաշխեսցէ;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICa
bažak;bažak;բաժակ;բաժակ;N;Nb;NUMBs|CASEa
bažak;bažak;բաժակ;բաժակ;N;Nb;NUMBs|CASEn
bažak;bažaki;բաժակ;բաժակի;N;Nb;NUMBs|CASEg
bažanarar;bažanarar;բաժանարար;բաժանարար;N;Nb;NUMBs|CASEa
bažanem;Bažanescʻí;բաժանեմ;Բաժանեսցի՛;V;V-;PERS3|NUMBs|TENSa|MOODs|VOICp
bažanem;bažaneal;բաժանեմ;բաժանեալ;V;V-;NUMBs|MOODp|CASEn
bažanem;bažanealkʻ;բաժանեմ;բաժանեալք;V;V-;NUMBp|MOODp|CASEn
bažanem;bažanecʻaw;բաժանեմ;բաժանեցաւ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICp
bažanem;bažanecʻēkʻ;բաժանեմ;բաժանեցէք;V;V-;PERS2|NUMBp|TENSa|MOODm|VOICa
bažanem;bažanel;բաժանեմ;բաժանել;V;V-;NUMBs|MOODp|CASEn
bažanem;bažaneácʻ;բաժանեմ;բաժանեա՛ց;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
bažanem;bažanél;բաժանեմ;բաժանե՛լ;V;V-;MOODn
bažin;bažin;բաժին;բաժին;N;Nb;NUMBs|CASEa
bažin;bažíns;բաժին;բաժի՛նս;N;Nb;NUMBp|CASEa
behez;behezs;բեհեզ;բեհեզս;N;Nb;NUMBp|CASEa
bekanem;bekanel;բեկանեմ;բեկանել;V;V-;MOODn
bekanem;ebek;բեկանեմ;եբեկ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
bekanem;ebék;բեկանեմ;եբե՛կ;V;V-;PERS3|NUMBs|TENSa|MOODi|VOICa
ber;beroy;բեր;բերոյ;N;Nb;NUMBs|CASEb
beran;beran;բերան;բերան;N;Nb;NUMBs|CASEa
beran;beran;բերան;բերան;N;Nb;NUMBs|CASEn
beran;beranov;բերան;բերանով;N;Nb;NUMBs|CASEi
beran;beranoy;բերան;բերանոյ;N;Nb;NUMBs|CASEb
beran;beranóy;բերան;բերանո՛յ;N;Nb;NUMBs|CASEb
berem;bereal;բերեմ;բերեալ;V;V-;NUMBs|MOODp|CASEn
berem;berein;բերեմ;բերեին;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
berem;bereín;բերեմ;բերեի՛ն;V;V-;PERS3|NUMBp|TENSi|MOODi|VOICa
berem;berél;բերեմ;բերե՛լ;V;V-;MOODn
berem;berín;բերեմ;բերի՛ն;V;V-;PERS3|NUMBp|TENSa|MOODi|VOICa
berkrem;berkreal;բերկրեմ;բերկրեալ;V;V-;NUMBs|MOODp|CASEv
ber̄n;ber̄ins;բեռն;բեռինս;N;Nb;NUMBp|CASEa
bir;brawkʻ;բիր;բրաւք;N;Nb;NUMBp|CASEi
biwrawor;biwraworacʻ;բիւրաւոր;բիւրաւորաց;P;Py;NUMBp|CASEg
